Time (ps),Total Energy (eV),Kinetic Energy (eV),Potential Energy (eV),VACF
0.0,-0.1555640860768176,0.0,-0.1555640860768176,1.0
0.01,-0.15555931741054402,9.4074711950973376e-06,-0.15556872488173912,1.0
0.02,-0.15555932517643381,2.3274666359611981e-05,-0.15558259984279343,-7.1954862929985213
0.029999999999999999,-0.15555933809350506,4.6248654237528541e-05,-0.15560558674774258,-4.1363810914365047
0.040000000000000001,-0.15555935612171798,7.8122954682068624e-05,-0.15563747907640005,-4.7193432131743069
0.050000000000000003,-0.15555937920318072,0.00011860956138598123,-0.1556779887645667,-4.9926420926359416
0.059999999999999998,-0.15555940726033549,0.00016734004029420339,-0.15572674730062969,-5.1243614106468929
0.070000000000000007,-0.15555944019365833,0.00022386698787881231,-0.15578330718153716,-4.4075134468566279
0.080000000000000002,-0.15555947787890051,0.00028766588303881339,-0.15584714376193931,-4.5024615994737731
0.089999999999999997,-0.15555952016390692,0.00035813737299269111,-0.15591765753689962,-4.5540859205681921
0.10000000000000001,-0.15555956686506098,0.00043461003952545272,-0.15599417690458642,-4.574519317359047
0.11,-0.15555961776341498,0.00051634369715818345,-0.15607596146057318,-4.5715793948523622
0.12,-0.15555967260058254,0.00060253327902087318,-0.15616220587960342,-4.5505081072252898
0.13,-0.15555973107448767,0.00069231336918996447,-0.15625204444367763,-4.514937910444452
0.14000000000000001,-0.15555979283508395,0.00078476344172845943,-0.1563445562768124,-4.4674570192465302
0.14999999999999999,-0.15555985748018045,0.00087891386633327546,-0.15643877134651371,-4.7706183828098814
0.16,-0.15555992455153553,0.00097375273801631357,-0.15653367728955184,-4.6778303093148441
0.17000000000000001,-0.15555999353140465,0.0010682335832621122,-0.15662822711466676,-4.5801969722153135
0.17999999999999999,-0.15556006383975512,0.0011612839872400748,-0.15672134782699521,-4.4781472288982211
0.19,-0.15556013483238576,0.0012518151755241814,-0.15681195000790993,-4.3720114061942406
0.20000000000000001,-0.15556020580021296,0.0013387325690236407,-0.1568989383692366,-4.2620515859720598
0.20999999999999999,-0.15556027597000552,0.0014209473121269784,-0.15698122328213249,-4.1484829036730666
0.22,-0.15556034450686107,0.0014973887511474672,-0.15705773325800854,-4.0314888864215082
0.22999999999999998,-0.15556041051872682,0.0015670178128657213,-0.15712742833159254,-3.911232757910073
0.23999999999999999,-0.15556047306325349,0.0016288412012683434,-0.15718931426452185,-3.7878659629929876
0.25,-0.15556053115725824,0.0016819262946313207,-0.15724245745188956,-3.6615347411480794
0.26000000000000001,-0.1555605837890266,0.0017254165852691038,-0.15728600037429569,-3.5323853056275869
0.27000000000000002,-0.15556062993362713,0.0017585474612098867,-0.157319177394837,-3.4005680064835033
0.28000000000000003,-0.15556066857132908,0.0017806620837210929,-0.15734133065505018,-3.2662407362808312
0.28999999999999998,-0.15556069870910499,0.0017912270682998435,-0.15735192577740484,-3.1295717562039234
0.29999999999999999,-0.15556071940506661,0.0017898476311342948,-0.1573505670362009,-2.9907420643826566
0.31,-0.15556072979552568,0.0017762818201807803,-0.15733701161570646,-2.8499473894062799
0.32000000000000001,-0.155560729124189,0.0017504534122918048,-0.1573111825364808,-2.7073998649310815
0.33000000000000002,-0.15556071677280592,0.0017124630279794725,-0.1572731798007854,-2.5633294226982368
0.34000000000000002,-0.15556069229237732,0.0016625969963364705,-0.15722328928871379,-2.417984929073469
0.35000000000000003,-0.15556065543383968,0.0016013334973854333,-0.1571619889312251,-2.2716350831574004
0.35999999999999999,-0.15556060617695044,0.0015293455206387644,-0.15708995169758921,-2.1245690919661673
0.37,-0.15556054475595171,0.0014475002095995755,-0.15700804496555129,-1.9770971400233894
0.38,-0.15556047168048451,0.0013568542144809881,-0.15691732589496549,-1.82955067730479
0.39000000000000001,-0.15556038775019715,0.0012586447509552524,-0.15681903250115239,-1.6822825617945918
0.40000000000000002,-0.15556029406153449,0.0011542761616246703,-0.15671457022315916,-1.5356671127439048
0.41000000000000003,-0.15556019200534785,0.0010453018982214117,-0.15660549390356926,-1.3901001612045623
0.41999999999999998,-0.15556008325421664,0.00093340198391775688,-0.15649348523813439,-1.245999231002173
0.42999999999999999,-0.15555996973873307,0.00082035617260635667,-0.15638032591133944,-1.103804055672871
0.44,-0.15555985361246552,0.00070801319004119173,-0.15626786680250671,-0.96397775268489094
0.45000000000000001,-0.15555973720586153,0.00059825661328194283,-0.15615799381914347,-0.8270091690794581
0.45999999999999996,-0.15555962296995501,0.00049296811169818151,-0.1560525910816532,-0.6934172493885572
0.47000000000000003,-0.15555951341137089,0.00039398892577865481,-0.15595350233714955,-0.56375889815066926
0.47999999999999998,-0.15555941102072726,0.00030308058977330496,-0.15586249161050056,-0.43864303234700319
0.49000000000000005,-0.15555931819707344,0.00022188600173061871,-0.15578120419880406,-0.31875611592064623
0.5,-0.15555923717143169,0.0001518920017746243,-0.15571112917320631,-0.20491051953363326
0.51000000000000001,-0.15555916993277782,9.4394630217217609e-05,-0.15565356456299503,-0.077024789844011288
0.52000000000000002,-0.15555911815987755,5.0468197400169119e-05,-0.15560958635727773,0.018927869551017773
0.52999999999999992,-0.15555908316226488,2.0939205929104241e-05,-0.15558002236819399,0.10405071416287616
0.54000000000000004,-0.15555906583330484,6.3660252575112515e-06,-0.15556543185856234,0.17201025119837524
0.54999999999999993,-0.15555906661773924,7.0250336464077913e-06,-0.15556609165138566,0.25039821403220552
0.56000000000000005,-0.15555908549540173,2.29037215773395e-05,-0.15558198921697908,0.31809019666187588
0.56999999999999995,-0.15555912198195837,5.3701004436625322e-05,-0.15561282298639501,0.40226723874498799
0.57999999999999996,-0.15555917514663334,9.8834733207535508e-05,-0.15565800987984088,0.4749577670907203
0.58999999999999997,-0.15555924364599122,0.00015745613341038194,-0.15571669977940161,0.5507679583058922
0.59999999999999998,-0.15555932577201995,0.0002284706579824017,-0.15578779643000235,0.62676166941214517
0.60999999999999999,-0.15555941951206406,0.0003105645215584743,-0.15586998403362254,0.70151902661608601
0.62,-0.15555952261762612,0.00040223600221374957,-0.15596175861983988,0.77412008140022037
0.63,-0.15555963267873218,0.00050183046013195206,-0.15606146313886413,0.84389874391394115
0.64000000000000001,-0.15555974720044058,0.00060757793584230359,-0.15616732513628287,0.91034645860332819
0.64999999999999991,-0.15555986367817851,0.000717632155405896,-0.15627749583358441,0.97306560875849446
0.66000000000000003,-0.15555997966886662,0.00083010978489082995,-0.15639008945375746,1.0317436022642048
0.66999999999999993,-0.15556009285523809,0.00094312883750725344,-0.15650322169274533,1.0861368538672878
0.68000000000000005,-0.15556020110130137,0.0010548452374261905,-0.15661504633872755,1.1360599776916658
0.68999999999999995,-0.15556030249750813,0.0011634866764567899,-0.15672378917396493,1.181377916133928
0.70000000000000007,-0.15556039539481509,0.0012673830543081513,-0.15682777844912324,1.2219998112220396
0.70999999999999996,-0.15556047842742809,0.0013649929607341292,-0.15692547138816224,1.2578739556975704
0.71999999999999997,-0.15556055052455797,0.0014549258294181196,-0.15701547635397609,1.2889834420436954
0.72999999999999998,-0.15556061091196982,0.0015359595608327285,-0.15709657047280254,1.3153422848107539
0.73999999999999999,-0.1555606591044629,0.0016070535675941154,-0.15716771267205701,1.3369918831575567
0.75,-0.1555606948906573,0.0016673573356073351,-0.15722805222626463,1.3539977453770371
0.76000000000000001,-0.15556071831160814,0.0017162147137499107,-0.15727693302535806,1.3664464304851491
0.76999999999999991,-0.15556072963480488,0.0017531642417232293,-0.15731389387652811,1.3744426821432216
0.78000000000000003,-0.15556072932507642,0.0017779358992213667,-0.15733866522429779,1.3781067421535331
0.78999999999999992,-0.1555607180138143,0.0017904447101823142,-0.1573511627239966,1.3775718374861756
0.80000000000000004,-0.15556069646777124,0.0017907816650636723,-0.1573514781328349,1.372981838128994
0.80999999999999994,-0.15556066555850809,0.0017792024340388005,-0.1573398679925469,1.364489084210877
0.82000000000000006,-0.15556062623335812,0.001756114337447689,-0.1573167405708058,1.3522523806302695
0.82999999999999996,-0.15556057948857571,0.0017220620197246153,-0.15728264150830032,1.3364351563587493
0.83999999999999997,-0.15556052634514481,0.001677712242382979,-0.15723823858752778,1.3172037840367308
0.84999999999999998,-0.15556046782753785,0.001623838173380424,-0.15718430600091829,1.2947260536607548
0.85999999999999999,-0.15556040494556717,0.0015613035069994249,-0.15712170845256659,1.269169792210544
0.87,-0.15556033867933533,0.0014910467026337396,-0.15705138538196908,1.240701619035609
0.88,-0.15556026996718544,0.0014140655845852445,-0.15697433555177068,1.2094858247074676
0.89000000000000001,-0.15556019969647403,0.0013314024997893507,-0.15689160219626339,1.1756833587729885
0.90000000000000002,-0.15556012869692878,0.0012441301875727169,-0.1568042588845015,1.1394509092762424
0.90999999999999992,-0.15556005773631637,0.0011533384760325294,-0.15671339621234889,1.1009400538197271
0.91999999999999993,-0.15555998751812816,0.0010601218840321331,-0.15662010940216028,1.0602964579544629
0.93000000000000005,-0.15555991868098154,0.00096556817648784049,-0.15652548685746939,1.0176590912733801
0.94000000000000006,-0.15555985179944581,0.00087074789371069221,-0.15643059969315651,0.97315942387600929
0.94999999999999996,-0.15555978738601009,0.00077670485302405658,-0.15633649223903415,0.92692055450110133
0.95999999999999996,-0.15555972589393569,0.00068444760252943555,-0.15624417349646513,0.87905620432233167
0.96999999999999986,-0.15555966772075466,0.00059494179246973782,-0.15615460951322441,0.82966948330985835
0.98000000000000009,-0.15555961321220743,0.00050910341881022056,-0.15606871663101765,0.77885129235354988
0.98999999999999999,-0.15555956266643059,0.00042779288605603581,-0.15598735555248663,0.72667815146997361
